"ID_BB_GLOBAL","FIELD","VALUE","SOURCE","TSTAMP"
"BBG00HY103H7","CPN","3.000000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00HY103P8","NAME","BANCO DE CHILE","corp_pdf.diff",2021-05-12 14:33:15
"BBG00HY103P8","CPN","3.000000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00HY104C0","NAME","BANCO DE CHILE","corp_pdf.diff",2021-05-12 14:33:15
"BBG00HY104C0","CPN","3.100000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00HY105Z2","NAME","BANCO DE CHILE","corp_pdf.diff",2021-05-12 14:33:15
"BBG00HY105Z2","CPN","3.100000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00HY12PT3","NAME","BANCO DE CHILE","corp_pdf.diff",2021-05-12 14:33:15
"BBG00HY12PT3","CPN","3.200000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00HYZBB00","NAME","INTERCORP FIN SER INC","corp_pdf.diff",2021-05-12 14:33:15
"BBG00HYZBB00","CPN","4.125000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00HZ6DP00","NAME","COMISION FEDERAL DE ELEC","corp_pdf.diff",2021-05-12 14:33:15
"BBG00HZ6DP00","CPN","4.540000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00HZVXP30","NAME","ESS DE LOS LAGOS","corp_pdf.diff",2021-05-12 14:33:15
"BBG00HZVXP30","CPN","2.800000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00J3SJ7B5","NAME","BREEZE FINANCE LTD","corp_pdf.diff",2021-05-12 14:33:15
"BBG00J3SJ7B5","CPN","7.910000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00J405BF7","NAME","CREDITO REAL/INVEX","corp_pdf.diff",2021-05-12 14:33:15
"BBG00J405BF7","CPN","6.530000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00J4TX2X3","NAME","AXTEL SAB DE CV","corp_pdf.diff",2021-05-12 14:33:15
"BBG00J4TX2X3","CPN","6.375000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00J54G8Z1","NAME","RESIDENTIAL RE 17 LTD","corp_pdf.diff",2021-05-12 14:33:15
"BBG00J54G8Z1","CPN","13.045070","corp_pdf.diff",2021-05-12 14:33:15
"BBG00J54H880","NAME","RESIDENTIAL RE 17 LTD","corp_pdf.diff",2021-05-12 14:33:15
"BBG00J54H880","CPN","5.935070","corp_pdf.diff",2021-05-12 14:33:15
"BBG00J59Z1B0","NAME","NAVIOS MARITIME HLDS/FIN","corp_pdf.diff",2021-05-12 14:33:15
"BBG00J59Z1B0","CPN","11.250000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00J6D2YC3","NAME","AXTEL SAB DE CV","corp_pdf.diff",2021-05-12 14:33:15
"BBG00J6D2YC3","CPN","6.375000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00J6P9YW7","NAME","BANCO DEL ESTADO -CHILE","corp_pdf.diff",2021-05-12 14:33:15
"BBG00J6P9YW7","CPN","2.800000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00J6PB0X7","NAME","BANCO DEL ESTADO -CHILE","corp_pdf.diff",2021-05-12 14:33:15
"BBG00J6PB0X7","CPN","2.800000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00J6PB3Q9","NAME","BANCO DEL ESTADO -CHILE","corp_pdf.diff",2021-05-12 14:33:15
"BBG00J6PB3Q9","CPN","2.800000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00J6PB4K3","NAME","BANCO DEL ESTADO -CHILE","corp_pdf.diff",2021-05-12 14:33:15
"BBG00J6PB4K3","CPN","2.800000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00J6PB655","NAME","BANCO DEL ESTADO -CHILE","corp_pdf.diff",2021-05-12 14:33:15
"BBG00J6PB655","CPN","2.900000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00J6PB6R1","NAME","BANCO DEL ESTADO -CHILE","corp_pdf.diff",2021-05-12 14:33:15
"BBG00J6PB6R1","CPN","2.900000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00J6PC459","NAME","BANCO DEL ESTADO -CHILE","corp_pdf.diff",2021-05-12 14:33:15
"BBG00J6PC459","CPN","2.900000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00J6PC4M0","NAME","BANCO DEL ESTADO -CHILE","corp_pdf.diff",2021-05-12 14:33:15
"BBG00J6PC4M0","CPN","3.000000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00J6PC7T6","NAME","BANCO DEL ESTADO -CHILE","corp_pdf.diff",2021-05-12 14:33:15
"BBG00J6PC7T6","CPN","3.000000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00J7674V7","NAME","EASY TACTIC LTD","corp_pdf.diff",2021-05-12 14:33:15
"BBG00J7674V7","CPN","5.875000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00J7LDTH8","NAME","NAVIOS MARITIME HLDS/FIN","corp_pdf.diff",2021-05-12 14:33:15
"BBG00J7LDTH8","CPN","11.250000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00J89PXR1","NAME","FACTORING SECURITY SA","corp_pdf.diff",2021-05-12 14:33:15
"BBG00J89PXR1","CPN","2.400000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JBC8LL1","NAME","TIMES CHINA HLDG LTD","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JBC8LL1","CPN","6.600000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JCB7351","NAME","RIPLEY CORP","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JCB7351","CPN","3.400000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JCCVHN1","NAME","RIPLEY CORP","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JCCVHN1","CPN","2.400000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JCML734","NAME","CEMEX SAB DE CV","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JCML734","CPN","2.750000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JCMLLX0","NAME","CEMEX SAB DE CV","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JCMLLX0","CPN","2.750000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JCPP9S2","NAME","BANCO DE LA CIUDAD BA","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JCPP9S2","CPN","38.069286","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JDYBXS4","NAME","PEARL HOLDING III LTD","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JDYBXS4","CPN","9.500000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JDYC5S4","NAME","PEARL HOLDING III LTD","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JDYC5S4","CPN","9.500000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JDYD086","NAME","QUICKFOOD SA","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JDYD086","CPN","38.334239","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JDYDDR7","NAME","ALPHA HOLDING SA","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JDYDDR7","CPN","10.000000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JDYDGF3","NAME","ALPHA HOLDING SA","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JDYDGF3","CPN","10.000000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JF6HB41","NAME","TECPETROL S.A.","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JF6HB41","CPN","4.875000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JF6HGJ4","NAME","TECPETROL S.A.","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JF6HGJ4","CPN","4.875000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JF7GKS4","NAME","FORUM SERVICIOS FINANCIE","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JF7GKS4","CPN","2.200000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JG0LTN8","NAME","EMPRESAS HITES SA","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JG0LTN8","CPN","4.550000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JHNX333","NAME","FIDEICOMISO RUTA AL MAR","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JHNX333","CPN","6.750000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JHP1V40","NAME","FIDEICOMISO RUTA AL MAR","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JHP1V40","CPN","6.750000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JHPRDF0","NAME","BANCO SUPERVIELLE SA","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JHPRDF0","CPN","38.340741","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JHWCTL9","NAME","ITAU UNIBANCO SA/NASSAU","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JHWCTL9","CPN","5.020000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JHWF1M6","NAME","ITAU UNIBANCO SA/NASSAU","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JHWF1M6","CPN","5.040000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JHWG6X2","NAME","ITAU UNIBANCO SA/NASSAU","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JHWG6X2","CPN","3.026380","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JL4N4L9","NAME","EDUCAMAIS PARTICIPACOES","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JL4N4L9","CPN","8.750000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JL765C8","NAME","TAILWIND RE LTD 2017-1","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JL765C8","CPN","9.465070","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JL7HTD3","NAME","TAILWIND RE LTD 2017-1","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JL7HTD3","CPN","7.655070","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JL7KHT8","NAME","TAILWIND RE LTD 2017-1","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JL7KHT8","CPN","11.555070","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JM9XDC6","NAME","CHC GRP LLC/CHC FIN LTD","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JM9XDC6","CPN","5.000000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JM9ZYG4","NAME","ODEBRECHT DRILL VIII/IX","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JM9ZYG4","CPN","6.350000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JMZ10W9","NAME","ODEBRECHT DRILL VIII/IX","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JMZ10W9","CPN","6.350000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JMZ8XN0","NAME","ODEBRECHT DRILL VIII/IX","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JMZ8XN0","CPN","7.350000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JMZDBH9","NAME","ODEBRECHT OIL & FINANCE","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JMZDBH9","CPN","0","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JMZH356","NAME","ODEBRECHT OIL & FINANCE","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JMZH356","CPN","0","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JNF02M0","NAME","ODEBRECHT DRILL VIII/IX","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JNF02M0","CPN","7.350000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JNNGLJ8","NAME","YINGDE GASES INVSTMT LTD","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JNNGLJ8","CPN","6.250000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JNNGRH7","NAME","YINGDE GASES INVSTMT LTD","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JNNGRH7","CPN","6.250000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JPBYXT5","NAME","ITAU UNIBANCO SA/NASSAU","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JPBYXT5","CPN","5.020000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JPBZG57","NAME","ITAU UNIBANCO SA/NASSAU","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JPBZG57","CPN","5.040000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JPC02L6","NAME","NEMAK SAB DE CV","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JPC02L6","CPN","4.750000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JPC0600","NAME","NEMAK SAB DE CV","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JPC0600","CPN","4.750000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JPQBM39","NAME","INTL FINANCE CORP","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JPQBM39","CPN","8.250000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JPV5DX2","NAME","COUNTRY GARDEN HLDGS","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JPV5DX2","CPN","4.750000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JPZB0Q2","NAME","VINA CONCHA Y TORO S.A.","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JPZB0Q2","CPN","3.000000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JQ44B84","NAME","EUROPEAN INVESTMENT BANK","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JQ44B84","CPN","2.375000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JRM4719","NAME","BANCO FALABELLA","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JRM4719","CPN","2.800000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JRMYRQ5","NAME","CIFI HOLDINGS GROUP","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JRMYRQ5","CPN","5.500000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JRVQDL0","NAME","BF ARGENTINA SA","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JRVQDL0","CPN","34.080417","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JRW2BG4","NAME","INVERSION SEGUROS SECUR","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JRW2BG4","CPN","3.380000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JRY2QP7","NAME","INTL BK RECON & DEVELOP","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JRY2QP7","CPN","8.000000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JRY8MC4","NAME","INTL BK RECON & DEVELOP","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JRY8MC4","CPN",".440880","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JRYY186","NAME","BANCO SANTANDER RIO SA","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JRYY186","CPN","37.173308","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JRYZBW6","NAME","RUTA DEL MAIPO SOC CONC","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JRYZBW6","CPN","4.850000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JRYZD34","NAME","RUTA DEL MAIPO SOC CONC","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JRYZD34","CPN","3.200000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JRYZG91","NAME","RUTA DEL MAIPO SOC CONC","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JRYZG91","CPN","2.300000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JS9FX45","NAME","AGUA Y SANEAMIENTOS ARG","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JS9FX45","CPN","6.625000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JV9MB05","NAME","FORTUNE STAR BVI LTD","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JV9MB05","CPN","5.950000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JVKDLJ8","NAME","VALUE ARRENDADORA S.A.","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JVKDLJ8","CPN","11.810000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JVL4N93","NAME","QNB FINANCE LTD","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JVL4N93","CPN","1.791700","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JVRRR96","NAME","VITALITY RE IX LTD","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JVRRR96","CPN","1.605070","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JVRS6M6","NAME","VITALITY RE IX LTD","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JVRS6M6","CPN","1.755070","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JVXP7T7","NAME","VIVOCORP SA","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JVXP7T7","CPN","3.000000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JVXP8C3","NAME","VIVOCORP SA","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JVXP8C3","CPN","3.500000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JWPKK00","NAME","RR 3 LTD","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JWPKK00","CPN","0","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JWSYVM1","NAME","WHARF REIC FINANCE BVI","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JWSYVM1","CPN","2.950000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JX64JK0","NAME","INTL BK RECON & DEVELOP","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JX64JK0","CPN","4.800000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JX6KRP9","NAME","SHELF DRILL HOLD LTD","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JX6KRP9","CPN","8.250000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JX6KV07","NAME","SHELF DRILL HOLD LTD","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JX6KV07","CPN","8.250000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JX842G8","NAME","SYLPH LTD","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JX842G8","CPN","1.085500","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JZDB5C4","NAME","BANC CREDITO INVERSIONES","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JZDB5C4","CPN","2.000000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JZDFT92","NAME","BANC CREDITO INVERSIONES","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JZDFT92","CPN","2.000000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JZDHNQ4","NAME","BANC CREDITO INVERSIONES","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JZDHNQ4","CPN","2.000000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JZDHPH9","NAME","BANC CREDITO INVERSIONES","corp_pdf.diff",2021-05-12 14:33:15
"BBG00JZDHPH9","CPN","2.000000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00K08X5D5","NAME","BANCO SUPERVIELLE SA","corp_pdf.diff",2021-05-12 14:33:15
"BBG00K08X5D5","CPN","38.135920","corp_pdf.diff",2021-05-12 14:33:15
"BBG00K54NDM3","NAME","SION SA","corp_pdf.diff",2021-05-12 14:33:15
"BBG00K54NDM3","CPN","41.479963","corp_pdf.diff",2021-05-12 14:33:15
"BBG00K677TN7","NAME","PUERTO LAS PALMAS SA","corp_pdf.diff",2021-05-12 14:33:15
"BBG00K677TN7","CPN","40.584430","corp_pdf.diff",2021-05-12 14:33:15
"BBG00K95GR25","NAME","SCOTIABANK CHILE","corp_pdf.diff",2021-05-12 14:33:15
"BBG00K95GR25","CPN","2.100000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00K95HC27","NAME","SCOTIABANK CHILE","corp_pdf.diff",2021-05-12 14:33:15
"BBG00K95HC27","CPN","2.700000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00K9H8R64","NAME","TITAN ACQ/CO-BORROWER","corp_pdf.diff",2021-05-12 14:33:15
"BBG00K9H8R64","CPN","7.750000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00K9H8R73","NAME","TITAN ACQ/CO-BORROWER","corp_pdf.diff",2021-05-12 14:33:15
"BBG00K9H8R73","CPN","7.750000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00K9HCJL0","NAME","SECURITY HOLDINGS S.A.","corp_pdf.diff",2021-05-12 14:33:15
"BBG00K9HCJL0","CPN","2.850000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00K9NLVN8","NAME","GRUPO GAXO SA DE CV","corp_pdf.diff",2021-05-12 14:33:15
"BBG00K9NLVN8","CPN","6.790000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KBJD1V0","NAME","LEASING TOTAL SA","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KBJD1V0","CPN","5.187500","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KBK3344","NAME","KIZUNA II RE LTD","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KBK3344","CPN","1.880070","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KBK3T10","NAME","KIZUNA II RE LTD","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KBK3T10","CPN","2.505070","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KDPS111","NAME","ITAU UNIBANCO SA/NASSAU","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KDPS111","CPN","3.076380","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KDPSNW9","NAME","ITAU UNIBANCO SA/NASSAU","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KDPSNW9","CPN","3.226380","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KDZJS65","NAME","BANCO BICE","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KDZJS65","CPN","2.000000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KDZJTC6","NAME","BANCO BICE","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KDZJTC6","CPN","2.500000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KFLSSJ0","NAME","TANNER S FINANCIEROS SA","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KFLSSJ0","CPN","3.750000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KFMJ4Z3","NAME","ANGEL ESTRADA Y COMP SA","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KFMJ4Z3","CPN","39.588860","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KFN2GX4","NAME","MANATEE RE LTD II","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KFN2GX4","CPN","4.535070","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KFN4JD8","NAME","MANATEE RE LTD II","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KFN4JD8","CPN","8.285070","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KFV0633","NAME","ITAU UNIBANCO SA/NASSAU","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KFV0633","CPN","1.559750","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KFWTTC0","NAME","CI TITU ACTIVOS/CI BANCO","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KFWTTC0","CPN","5.070000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KG1JS49","NAME","SANDERS RE LTD","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KG1JS49","CPN","5.505070","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KG1X3R3","NAME","ITAU UNIBANCO SA/NASSAU","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KG1X3R3","CPN","2.176380","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KG24PH5","NAME","COOPEUCH","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KG24PH5","CPN","1.950000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KGFWYP7","NAME","SMU SA","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KGFWYP7","CPN","3.000000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KH5DNP3","NAME","CHAMPION MTN LTD","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KH5DNP3","CPN","1.449460","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KH6LPF8","NAME","CLINICA LAS CONDES S.A.","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KH6LPF8","CPN","2.500000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KH6MBP7","NAME","CLINICA LAS CONDES S.A.","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KH6MBP7","CPN","3.950000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KJPNP35","NAME","CAJA ASIGNACION LOS ANDE","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KJPNP35","CPN","2.400000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KK31JD9","NAME","ITAU UNIBANCO SA/NASSAU","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KK31JD9","CPN","1.076380","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KK4DGV0","NAME","EAGLE INT GLO/RUYI US FI","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KK4DGV0","CPN","7.500000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KK4DMJ1","NAME","EAGLE INT GLO/RUYI US FI","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KK4DMJ1","CPN","7.500000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KK4DQ84","NAME","EAGLE INT GLO/RUYI US FI","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KK4DQ84","CPN","5.375000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KK4DV56","NAME","EAGLE INT GLO/RUYI US FI","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KK4DV56","CPN","5.375000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KK6SLM8","NAME","BANCO DE LA PROVINCIA DE","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KK6SLM8","CPN","37.833448","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KK7J300","NAME","AGUAS ANDINAS SA","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KK7J300","CPN","1.800000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KK7SV35","NAME","AGUAS ANDINAS SA","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KK7SV35","CPN","2.800000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KK87249","NAME","SOCIEDAD QUIMICA Y MINER","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KK87249","CPN","3.250000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KKCVSN5","NAME","TANNER S FINANCIEROS SA","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KKCVSN5","CPN","2.150000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KLHZGX4","NAME","FIDUS RE LTD","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KLHZGX4","CPN","2.885070","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KMRF0R5","NAME","SUNAC CHINA HOLDINGS LTD","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KMRF0R5","CPN","7.350000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KMRGS75","NAME","SUNAC CHINA HOLDINGS LTD","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KMRGS75","CPN","8.350000","corp_pdf.diff",2021-05-12 14:33:15
"BBG00KNQ9MD0","NAME","BANCO SAFRA SA (CI)","corp_pdf.diff",2021-05-12 14:33:15
